path,bytes,tracked,protected,category
backend/scripts/db2_inventory2.js,10058,True,False,product-or-platform
backend/scripts/db2_inventory3.js,6978,True,False,product-or-platform
backend/scripts/db2_inventory4.js,5100,True,False,product-or-platform
backend/scripts/db_create_indexes.js,5506,True,False,product-or-platform
backend/scripts/demo-smoke-pedidos-cobros-bolsa.js,8210,True,False,product-or-platform
backend/scripts/deploy-cert-apt.sh,1295,True,False,product-or-platform
backend/scripts/diagnose-cpc-join.js,5214,True,False,product-or-platform
backend/scripts/diagnose-ddl.js,3818,True,False,product-or-platform
backend/scripts/diagnostic.sh,14156,True,False,product-or-platform
backend/scripts/diag_vendor05.js,5525,True,False,product-or-platform
backend/scripts/discover-dsedac-columns.js,3755,True,False,product-or-platform
backend/scripts/discover-vista-unificada.js,8386,True,False,product-or-platform
backend/scripts/ensure-comercial-test-ddl.js,6367,True,False,product-or-platform
backend/scripts/ensure-missing-reparto-ddl.js,4630,True,False,product-or-platform
backend/scripts/ensure-test-commission-tiers.js,2999,True,False,product-or-platform
backend/scripts/erp_cobros_inventory.js,15465,True,False,product-or-platform
backend/scripts/erp_diff_condensed.js,8669,True,False,product-or-platform
backend/scripts/execute-javier-dsedac-alignment.js,8074,True,False,product-or-platform
backend/scripts/execute-vista-unificada.js,5433,True,False,product-or-platform
backend/scripts/explore_tables.ts,1956,True,False,product-or-platform
backend/scripts/final-objectives.js,3778,True,False,product-or-platform
backend/scripts/find-dsedac-equivalents.js,3126,True,False,product-or-platform
backend/scripts/find-limite-riesgo.js,2793,True,False,product-or-platform
backend/scripts/find-physical-files.js,4074,True,False,product-or-platform
backend/scripts/find_comerciales.ts,1622,True,False,product-or-platform
backend/scripts/find_vendedores.ts,1716,True,False,product-or-platform
backend/scripts/fix-agosto-2026-r1-weights.js,5126,True,False,product-or-platform
backend/scripts/fix_main_shell.py,2352,True,False,product-or-platform
backend/scripts/full-schema-audit.js,3291,True,False,product-or-platform
backend/scripts/generate-pedidos-schema-align-sql.js,18865,True,False,product-or-platform
backend/scripts/generate-vista-deuda-completa.js,6500,True,False,product-or-platform
backend/scripts/generate-vista-deuda-final.js,7814,True,False,product-or-platform
backend/scripts/generate-vista-unificada-sql.js,8063,True,False,product-or-platform
backend/scripts/generate_align_migration.js,13693,True,False,product-or-platform
backend/scripts/hit-comercial-huecos.js,8601,True,False,product-or-platform
backend/scripts/hit-comercial-isolated-test.js,33343,True,False,product-or-platform
backend/scripts/hit-comercial-lac-select.js,7492,True,False,product-or-platform
backend/scripts/hit-comercial-perfil-completo.js,65597,True,False,product-or-platform
backend/scripts/hit-comercial-tabs-rest.js,27454,True,False,product-or-platform
backend/scripts/hit-emulator-comercial-ui.js,29317,True,False,product-or-platform
backend/scripts/hit-laclae-live-vs-test.js,9597,True,False,product-or-platform
backend/scripts/hit-objectives-evolution-98.js,4757,True,False,product-or-platform
backend/scripts/hit-reparto-almacen-latency.js,12475,True,False,product-or-platform
backend/scripts/hit-ssh-pin-file.js,784,True,False,product-or-platform
backend/scripts/import-bolsa-pricing-from-erp.js,6394,True,False,product-or-platform
backend/scripts/inspect-comercial-catalog.js,2671,True,False,product-or-platform
backend/scripts/inspect-comercial-huecos.js,10210,True,False,product-or-platform
backend/scripts/inspect-enb-sample.js,2225,True,False,product-or-platform
backend/scripts/inspect-pizarra-fpg-real.js,14753,True,False,product-or-platform
backend/scripts/inspect-pizarra-fpg-round2.js,8089,True,False,product-or-platform
backend/scripts/inspect-pizarra-keys.js,6842,True,False,product-or-platform
backend/scripts/inspect-pizarra-pg-dev.js,15469,True,False,product-or-platform
backend/scripts/inspect-pizarra-pg-sample.js,8003,True,False,product-or-platform
backend/scripts/inspect-promo-owners.js,6991,True,False,product-or-platform
backend/scripts/inspect-promotions-real.js,9341,True,False,product-or-platform
backend/scripts/install_server.bat,2629,True,False,product-or-platform
backend/scripts/javier-pre-ds-functional-verify.js,23503,True,False,product-or-platform
backend/scripts/list-all-tables.js,1276,True,False,product-or-platform
backend/scripts/live-reparto-confirm-isolated.js,13428,True,False,product-or-platform
backend/scripts/log-rotation.sh,906,True,False,product-or-platform
backend/scripts/mandato-v5-api-verify.js,5556,True,False,product-or-platform
backend/scripts/mandato-v5-begin-probe.js,724,True,False,product-or-platform
backend/scripts/mandato-v5-check-orders.js,1109,True,False,product-or-platform
backend/scripts/mandato-v5-commit-probe.js,1502,True,False,product-or-platform
backend/scripts/mandato-v5-cpc-cols-probe.js,4109,True,False,product-or-platform
backend/scripts/mandato-v5-cpc-cols.js,1533,True,False,product-or-platform
backend/scripts/mandato-v5-cpc-insert-test.js,3109,True,False,product-or-platform
backend/scripts/mandato-v5-cpc-probe.js,2124,True,False,product-or-platform
backend/scripts/mandato-v5-db2-api.js,380,True,False,product-or-platform
backend/scripts/mandato-v5-db2-crosscheck.js,2489,True,False,product-or-platform
backend/scripts/mandato-v5-debug.js,1375,True,False,product-or-platform
backend/scripts/mandato-v5-erp-export.js,5260,True,False,product-or-platform
backend/scripts/mandato-v5-final.js,3323,True,False,product-or-platform
backend/scripts/mandato-v5-full-audit.js,13761,True,False,product-or-platform
backend/scripts/mandato-v5-lpc-cols.js,1273,True,False,product-or-platform
backend/scripts/mandato-v5-pedido.js,1882,True,False,product-or-platform
backend/scripts/mandato-v5-pool-tx-probe.js,791,True,False,product-or-platform
backend/scripts/mandato-v5-stock-race.js,2971,True,False,product-or-platform
backend/scripts/mandato-v5-tx-probe.js,1916,True,False,product-or-platform
backend/scripts/migrate-pin-hashes.js,8548,True,False,product-or-platform
backend/scripts/monitor-activity.sh,1817,True,False,product-or-platform
backend/scripts/pedidos_system_inventory.js,9341,True,False,product-or-platform
backend/scripts/pilar2-align-defaults-additive.js,5229,True,False,product-or-platform
backend/scripts/pilar2-build-report.js,28193,True,False,product-or-platform
backend/scripts/pilar2-catalog-audit.js,6311,True,False,product-or-platform
backend/scripts/pilar2-close-b1-b3.js,7343,True,False,product-or-platform
backend/scripts/pilar2-crud-smoke.js,12031,True,False,product-or-platform
backend/scripts/pilar2-db-schema-verify.js,19660,True,False,product-or-platform
backend/scripts/pilar2-integrity-checks.js,11546,True,False,product-or-platform
backend/scripts/pilar2-perf-checks.js,10556,True,False,product-or-platform
backend/scripts/pilar2-render-comparison.js,7421,True,False,product-or-platform
backend/scripts/pilar2-render-pending-ddl.js,2730,True,False,product-or-platform
backend/scripts/pilar2-sql-runner.js,4543,True,False,product-or-platform
backend/scripts/pilar2-views-smoke.js,2691,True,False,product-or-platform
backend/scripts/pizarra-qsys2-copy-test.js,27045,True,False,product-or-platform
backend/scripts/pizarra-verify-test-copy.js,2654,True,False,product-or-platform
backend/scripts/powerbi_export.py,3619,True,False,product-or-platform
backend/scripts/probe-credentials.js,496,True,False,product-or-platform
backend/scripts/recreate-test-commission-tiers.js,2900,True,False,product-or-platform
backend/scripts/repartidor_finance_db_inventory.js,12049,True,False,product-or-platform
backend/scripts/reparto-email-outbox-e2e.js,0,True,False,product-or-platform
backend/scripts/reparto-isolated-ddl-manifest.js,5426,True,False,product-or-platform
backend/scripts/reparto-isolated-ddl-runner.js,60564,True,False,product-or-platform
backend/scripts/reparto-production-ddl-runner.js,8228,True,False,product-or-platform
backend/scripts/rollback.sh,3196,True,False,product-or-platform
backend/scripts/run-020-migration.js,8444,True,False,product-or-platform
backend/scripts/run-024-migration.js,9593,True,False,product-or-platform
backend/scripts/run-migration-027.js,4266,True,False,product-or-platform
backend/scripts/run-migrations.js,3378,True,False,product-or-platform
backend/scripts/run_026_migration.js,3197,True,False,product-or-platform
backend/scripts/run_create_view.sql,1825,True,False,product-or-platform
backend/scripts/run_scan_local.js,17840,True,False,product-or-platform
backend/scripts/scan_product_assets.js,6530,True,False,product-or-platform
backend/scripts/setup_production.js,11005,True,False,product-or-platform
backend/scripts/smoke-repartidor-tabs.js,2866,True,False,product-or-platform
backend/scripts/test-app-view.js,1908,True,False,product-or-platform
backend/scripts/test-view-syntax.js,2680,True,False,product-or-platform
backend/scripts/truck_route_driver_inventory.js,9993,True,False,product-or-platform
backend/scripts/validate_production_config.js,6470,True,False,product-or-platform
backend/scripts/verify-024-migration.js,3784,True,False,product-or-platform
backend/scripts/verify-migration.js,5842,True,False,product-or-platform
backend/scripts/verify-pf-columns.js,2067,True,False,product-or-platform
backend/scripts/verify-repartidor-cierre-live.js,7110,True,False,product-or-platform
backend/scripts/verify-repartidor-finance-schema.js,7751,True,False,product-or-platform
backend/scripts/verify-team-80.js,7327,True,False,product-or-platform
backend/scripts/verify-vista-final.js,2714,True,False,product-or-platform
backend/scripts/whatsapp-baileys-pair.js,1450,True,False,product-or-platform
backend/scripts/_bolsa-mov-probe.js,723,True,False,product-or-platform
backend/scripts/_cert_live_reparto.sh,499,True,False,product-or-platform
backend/scripts/_check_runtime_env.sh,975,True,False,product-or-platform
backend/scripts/_deploy_evidence_hex.sh,532,True,False,product-or-platform
backend/scripts/_deploy_finance_fix.sh,2840,True,False,product-or-platform
backend/scripts/_deploy_prepaid_overlay.sh,1532,True,False,product-or-platform
backend/scripts/_deploy_receipt_repo.sh,653,True,False,product-or-platform
backend/scripts/_deploy_week_owner.sh,800,True,False,product-or-platform
backend/scripts/_fix_env_and_probe.sh,2216,True,False,product-or-platform
backend/scripts/_flip_staging_writes.sh,2691,True,False,product-or-platform
backend/scripts/_login-probe.js,634,True,False,product-or-platform
backend/scripts/_mint_remote.sh,283,True,False,product-or-platform
backend/scripts/_patch-cobros-repo.js,5747,True,False,product-or-platform
backend/scripts/_patch-cobros-repo2.js,1358,True,False,product-or-platform
backend/scripts/_patch-cobros-repo3.js,1664,True,False,product-or-platform
backend/scripts/_patch-cobros-repo4.js,1710,True,False,product-or-platform
backend/scripts/_patch-cobros-repo5.js,5446,True,False,product-or-platform
backend/scripts/_receipt_diag_remote.sh,370,True,False,product-or-platform
backend/scripts/_repartidor-flag-probe.js,1963,True,False,product-or-platform
backend/scripts/_restore_production_reparto.sh,1566,True,False,product-or-platform
backend/scripts/_server-gap-check.js,4905,True,False,product-or-platform
backend/scripts/sql/001_create_app_roles.sql,2196,True,False,product-or-platform
backend/scripts/sql/001_create_app_users.sql,1585,True,False,product-or-platform
backend/scripts/sql/002_create_repartidor_tables.sql,8358,True,False,product-or-platform
backend/scripts/sql/020_repartidor_finance_tables.sql,10848,True,False,product-or-platform
backend/scripts/sql/021_verify_repartidor_finance_schema.sql,11146,True,False,product-or-platform
backend/scripts/sql/022_cleanup_repartidor_finance_test_template.sql,5103,True,False,product-or-platform
backend/scripts/sql/023_repartidor_finance_db_exploration_acs.sql,7874,True,False,product-or-platform
backend/scripts/sql/024_align_javier_to_dsedac.sql,46386,True,False,product-or-platform
backend/scripts/sql/025_pedidos_reparto_linkage.sql,2003,True,False,product-or-platform
backend/scripts/sql/026_align_javier_immediate_fixes.sql,7804,True,False,product-or-platform
backend/scripts/sql/027_align_pedidos_to_cpc.sql,12349,True,False,product-or-platform
backend/scripts/sql/027_team_commission_config.sql,2481,True,False,product-or-platform
backend/scripts/sql/028_fix_team_commission_80.sql,1830,True,False,product-or-platform
backend/scripts/sql/030_repartidor_finance_read_aliases.sql,1285,True,False,product-or-platform
backend/scripts/sql/031_prepare_dsedac_app_buffers.sql,13222,True,False,product-or-platform
backend/scripts/sql/032_bolsa_pricing_config.sql,1161,True,False,product-or-platform
backend/scripts/sql/033_reparto_confirmation_test_tables.sql,6248,True,False,product-or-platform
backend/scripts/sql/034_repartidor_finance_isolated_test_tables.sql,29271,True,False,product-or-platform
backend/scripts/sql/035_verify_reparto_isolated_test_schema.sql,21154,True,False,product-or-platform
backend/scripts/sql/036_reparto_confirmation_production_tables.sql,5274,True,False,product-or-platform
backend/scripts/sql/037_repartidor_liquidacion_production_additive.sql,27100,True,False,product-or-platform
backend/scripts/sql/038_repartidor_rutero_orden.sql,1443,True,False,product-or-platform
backend/scripts/sql/039_notification_roles_and_variance.sql,4422,True,False,product-or-platform
backend/scripts/sql/040_repartidor_rutero_day_moves.sql,3249,True,False,product-or-platform
backend/scripts/sql/041_repartidor_rutero_tracking.sql,2054,True,False,product-or-platform
backend/scripts/sql/042_repartidor_rutero_isolated_test.sql,3220,True,False,product-or-platform
backend/scripts/sql/opencode.json,55,True,False,product-or-platform
backend/scripts/sql/orchestrator.md,0,True,False,product-or-platform
backend/scripts/sql/vista_clientes_unificada.sql,19504,True,False,product-or-platform
backend/scripts/sql/vista_deuda_completa.sql,7836,True,False,product-or-platform
backend/scripts/sql/migrations/2026-06-07T19-39-41-184Z_align_javier_to_dsedac_additive.json,29494,True,False,product-or-platform
backend/scripts/sql/migrations/2026-06-07T19-39-41-184Z_align_javier_to_dsedac_additive.sql,17043,True,False,product-or-platform
backend/scripts/sql/migrations/2026-06-07T20-35-56-370Z_align_javier_to_dsedac_additive.json,59730,True,False,product-or-platform
backend/scripts/sql/migrations/2026-06-07T20-35-56-370Z_align_javier_to_dsedac_additive.sql,17043,True,False,product-or-platform
backend/scripts/sql/migrations/2026-06-07T21-06-16-768Z_align_javier_to_dsedac_additive.json,1051,True,False,product-or-platform
backend/scripts/sql/migrations/2026-06-07T21-06-16-768Z_align_javier_to_dsedac_additive.sql,361,True,False,product-or-platform
backend/scripts/sql/migrations/2026-06-07T22-07-49-773Z_align_javier_to_dsedac_additive.json,1915,True,False,product-or-platform
backend/scripts/sql/migrations/2026-06-07T22-07-49-773Z_align_javier_to_dsedac_additive.sql,561,True,False,product-or-platform
backend/scripts/sql/migrations/2026-06-11T21-33-30-660Z_align_javier_defaults_additive.json,2305,True,False,product-or-platform
backend/scripts/sql/migrations/2026-06-11T21-33-30-660Z_align_javier_defaults_additive.sql,458,True,False,product-or-platform
backend/scripts/sql/migrations/2026-06-11T23-26-07-473Z_b1_b3_blockers_closure.json,3217,True,False,product-or-platform
backend/scripts/sql/migrations/2026-06-11T23-26-07-473Z_b1_b3_blockers_closure.sql,423,True,False,product-or-platform
backend/scripts/sql/migrations/2026-06-19T06-17-21-469Z_align_javier_to_dsedac_additive.json,1372,True,False,product-or-platform
backend/scripts/sql/migrations/2026-06-19T06-17-21-469Z_align_javier_to_dsedac_additive.sql,431,True,False,product-or-platform
backend/scripts/sql/migrations/2026-06-19T07-02-27-246Z_align_javier_to_dsedac_additive.json,1372,True,False,product-or-platform
backend/scripts/sql/migrations/2026-06-19T07-02-27-246Z_align_javier_to_dsedac_additive.sql,431,True,False,product-or-platform
backend/scripts/sql/migrations/2026-08-27_repartidor-rutero-day-moves-forward.sql,1597,True,False,product-or-platform
backend/scripts/sql/migrations/2026-08-27_repartidor-rutero-day-moves-rollback.sql,596,True,False,product-or-platform
backend/scripts/sql/migrations/2026-08-27_repartidor-rutero-tracking-forward.sql,986,True,False,product-or-platform
backend/scripts/sql/migrations/2026-08-27_repartidor-rutero-tracking-rollback.sql,419,True,False,product-or-platform
backend/scripts/validation/validate_invoice_amounts.js,16238,True,False,product-or-platform
backend/services/audit-log.service.js,3517,True,False,product-or-platform
backend/services/auth-pin-readiness.js,4308,True,False,product-or-platform
backend/services/bolsa-comercial.service.js,42639,True,False,product-or-platform
backend/services/cache-preloader.js,16004,True,False,product-or-platform
backend/services/circuit-breaker-monitor.js,3521,True,False,product-or-platform
backend/services/circuit-breaker.js,6668,True,False,product-or-platform
backend/services/comercial-devolucion-pdf-service.js,4289,True,False,product-or-platform
backend/services/comercial-devoluciones-service.js,42591,True,False,product-or-platform
backend/services/commissions-pdf.service.js,78636,True,False,product-or-platform
backend/services/commissions-summary-wire.js,1504,True,False,product-or-platform
backend/services/company-header.js,2738,True,False,product-or-platform
backend/services/debt-view-contract.js,3864,True,False,product-or-platform
backend/services/delivery-amount-resolver.js,8063,True,False,product-or-platform
backend/services/delivery-cobro-availability.js,6731,True,False,product-or-platform
backend/services/delivery-evidence-service.js,8521,True,False,product-or-platform
backend/services/delivery-line-amount-stats.js,4111,True,False,product-or-platform
backend/services/deterministic-delivery-status.js,3439,True,False,product-or-platform
backend/services/dsedac-exports.service.js,3245,True,False,product-or-platform
backend/services/emailPdfService.js,29341,True,False,product-or-platform
backend/services/emailService.js,30054,True,False,product-or-platform
backend/services/erp-column-contract.js,4241,True,False,product-or-platform
backend/services/evolution.service.js,10422,True,False,product-or-platform
backend/services/facturas.service.js,69758,True,False,product-or-platform
backend/services/jefe-hot-route-warmer.js,7879,True,False,product-or-platform
backend/services/laclae-monthly.js,1481,True,False,product-or-platform
backend/services/laclae.js,32832,True,False,product-or-platform
backend/services/liquidacion-pdf-service.js,14386,True,False,product-or-platform
backend/services/loadPlanner.js,43158,True,False,product-or-platform
backend/services/metadataCache.js,6164,True,False,product-or-platform
backend/services/pattern-learner.js,12280,True,False,product-or-platform
backend/services/pdf.service.js,20730,True,False,product-or-platform
backend/services/pedidos.service.js,357,True,False,product-or-platform
backend/services/query-optimizer.js,36787,True,False,product-or-platform
backend/services/redis-cache.js,31489,True,False,product-or-platform
backend/services/repartidor-finance-service.js,99225,True,False,product-or-platform
backend/services/repartidor-liquidacion-contract.js,7442,True,False,product-or-platform
backend/services/repartidor-liquidacion-outbox-service.js,20194,True,False,product-or-platform
backend/services/repartidor-liquidacion-service.js,31956,True,False,product-or-platform
backend/services/repartidor-rutero-orden-service.js,11350,True,False,product-or-platform
backend/services/repartidor-rutero-order-workflow.js,3259,True,False,product-or-platform
backend/services/repartidor-rutero-route-optimizer.js,13642,True,False,product-or-platform
backend/services/reparto-bank-catalog.js,6424,True,False,product-or-platform
backend/services/reparto-catalog-service.js,5350,True,False,product-or-platform
backend/services/reparto-cobro-pdf-service.js,5656,True,False,product-or-platform
backend/services/reparto-confirmation-contract.js,15209,True,False,product-or-platform
backend/services/reparto-confirmation-factory.js,1927,True,False,product-or-platform
backend/services/reparto-confirmation-service.js,21230,True,False,product-or-platform
backend/services/reparto-email-delivery-policy.js,8007,True,False,product-or-platform
backend/services/reparto-notification-scheduler.js,5693,True,False,product-or-platform
backend/services/reparto-receipt-pdf-service.js,24857,True,False,product-or-platform
backend/services/reparto-receipt-service.js,11128,True,False,product-or-platform
backend/services/reparto-variance-notification-service.js,35344,True,False,product-or-platform
backend/services/reparto-variance-pdf-service.js,9457,True,False,product-or-platform
backend/services/request-coalescing.js,1632,True,False,product-or-platform
backend/services/route-cache-stampede.js,2883,True,False,product-or-platform
backend/services/smtp-config.js,5988,True,False,product-or-platform
backend/services/smtpLogger.js,2155,True,False,product-or-platform
backend/services/staff-email-directory-service.js,22740,True,False,product-or-platform
backend/services/team-commission.service.js,14648,True,False,product-or-platform
backend/services/vendor-pin-auth.js,6016,True,False,product-or-platform
backend/services/websocket-cache-manager.js,10896,True,False,product-or-platform
backend/services/whatsappBaileysService.js,9727,True,False,product-or-platform
backend/services/whatsappCloudService.js,7206,True,False,product-or-platform
backend/services/whatsappGatewayService.js,3474,True,False,product-or-platform
backend/services/ml/predictive-cache.js,13491,True,False,product-or-platform
backend/services/pedidos/analytics.js,338,True,False,product-or-platform
backend/services/pedidos/catalog.js,1034,True,False,product-or-platform
backend/services/pedidos/discounts.js,2123,True,False,product-or-platform
backend/services/pedidos/index.js,317354,True,False,product-or-platform
backend/services/pedidos/search.js,274,True,False,product-or-platform
backend/services/pedidos/shared.js,1442,True,False,product-or-platform
backend/services/pedidos/write.js,1070,True,False,product-or-platform
backend/sql/db2_performance_indexes.sql,3745,True,False,product-or-platform
backend/sql/performance-indexes.sql,1554,True,False,product-or-platform
backend/src/api-server.ts,987,True,False,product-or-platform
backend/src/index.ts,9857,True,False,product-or-platform
backend/src/server.ts,10331,True,False,product-or-platform
backend/src/chatbot/chatbot_authorization.js,9655,True,False,product-or-platform
backend/src/chatbot/chatbot_export.js,45138,True,False,product-or-platform
backend/src/chatbot/chatbot_handler.js,91294,True,False,product-or-platform
backend/src/chatbot/chatbot_log.js,2122,True,False,product-or-platform
backend/src/chatbot/chatbot_nlu.js,13049,True,False,product-or-platform
backend/src/chatbot/chatbot_tools.js,133431,True,False,product-or-platform
backend/src/chatbot/llm-orchestrator.js,4514,True,False,product-or-platform
backend/src/chatbot/moderation.js,10035,True,False,product-or-platform
backend/src/chatbot/pdf_extractor.js,6776,True,False,product-or-platform
backend/src/config/database.ts,4056,True,False,product-or-platform
backend/src/config/env.ts,6260,True,False,product-or-platform
backend/src/config/index.js,220,True,False,product-or-platform
backend/src/config/swagger.ts,14532,True,False,product-or-platform
backend/src/controllers/auth.controller.ts,6751,True,False,product-or-platform
backend/src/controllers/cobros.controller.ts,3645,True,False,product-or-platform
backend/src/controllers/dashboard.controller.js,3658,True,False,product-or-platform
backend/src/controllers/dashboard.controller.ts,3068,True,False,product-or-platform
backend/src/controllers/entregas.controller.ts,5627,True,False,product-or-platform
backend/src/controllers/planner.controller.js,1737,True,False,product-or-platform
backend/src/controllers/products.controller.ts,3210,True,False,product-or-platform
backend/src/controllers/repartidorFinanzas.controller.js,3846,True,False,product-or-platform
backend/src/core/application/use-case.js,245,True,False,product-or-platform
backend/src/core/domain/entity.js,705,True,False,product-or-platform
backend/src/core/domain/repository.js,534,True,False,product-or-platform
backend/src/core/domain/value-object.js,586,True,False,product-or-platform
backend/src/core/infrastructure/cache/cache-preloader.ts,2953,True,False,product-or-platform
backend/src/core/infrastructure/cache/performance-cache.js,11031,True,False,product-or-platform
backend/src/core/infrastructure/cache/performance-cache.ts,4556,True,False,product-or-platform
backend/src/core/infrastructure/cache/redis-cache.ts,13353,True,False,product-or-platform
backend/src/core/infrastructure/cache/response-cache.js,3846,True,False,product-or-platform
backend/src/core/infrastructure/database/db2-connection-pool.js,2297,True,False,product-or-platform
backend/src/core/infrastructure/database/db2-connection-pool.ts,3578,True,False,product-or-platform
backend/src/core/infrastructure/security/advanced-rate-limiter.js,5798,True,False,product-or-platform
backend/src/core/infrastructure/security/advanced-rate-limiter.ts,4504,True,False,product-or-platform
backend/src/core/infrastructure/security/input-validator.js,4212,True,False,product-or-platform
backend/src/core/infrastructure/security/path-sanitizer.js,1397,True,False,product-or-platform
backend/src/core/infrastructure/security/refresh-token-manager.js,11649,True,False,product-or-platform
backend/src/core/infrastructure/security/refresh-token-manager.ts,9167,True,False,product-or-platform
backend/src/cron/index.ts,601,True,False,product-or-platform
backend/src/cron/transferencias.job.ts,11214,True,False,product-or-platform
backend/src/errors/AppError.js,2185,True,False,product-or-platform
backend/src/middleware/audit.middleware.ts,3226,True,False,product-or-platform
backend/src/middleware/auth.middleware.ts,4579,True,False,product-or-platform
backend/src/middleware/cliente.middleware.ts,8089,True,False,product-or-platform
backend/src/middleware/error.middleware.ts,4303,True,False,product-or-platform
backend/src/middleware/security.middleware.ts,6519,True,False,product-or-platform
backend/src/middleware/validation.middleware.ts,8091,True,False,product-or-platform
backend/src/middlewares/errorHandler.js,4815,True,False,product-or-platform
backend/src/models/response-contracts.js,1003,True,False,product-or-platform
backend/src/modules/analytics/index.js,787,True,False,product-or-platform
backend/src/modules/analytics/application/get-analytics-usecase.js,2828,True,False,product-or-platform
backend/src/modules/analytics/application/get-forecast-usecase.js,1291,True,False,product-or-platform
backend/src/modules/analytics/application/get-kpi-dashboard-usecase.js,2879,True,False,product-or-platform
backend/src/modules/analytics/domain/analytics-metrics.js,3952,True,False,product-or-platform
backend/src/modules/analytics/domain/analytics-repository.js,1363,True,False,product-or-platform
backend/src/modules/analytics/infrastructure/db2-analytics-repository.js,15470,True,False,product-or-platform
backend/src/modules/auth/index.js,674,True,False,product-or-platform
backend/src/modules/auth/application/auth-claims-login-handler.js,9192,True,False,product-or-platform
backend/src/modules/auth/application/auth-claims-resolver.js,7466,True,False,product-or-platform
backend/src/modules/auth/application/auth-claims-session-store.js,20084,True,False,product-or-platform
backend/src/modules/auth/application/login-usecase.js,1956,True,False,product-or-platform
backend/src/modules/auth/domain/auth-repository.js,763,True,False,product-or-platform
backend/src/modules/auth/domain/erp-mobility-roles.js,692,True,False,product-or-platform
backend/src/modules/auth/domain/user.js,2576,True,False,product-or-platform
backend/src/modules/auth/infrastructure/db2-auth-repository.js,11962,True,False,product-or-platform
backend/src/modules/auth/infrastructure/repartidor-fleet-directory.js,3070,True,False,product-or-platform
backend/src/modules/chatbot/index.js,456,True,False,product-or-platform
backend/src/modules/chatbot/application/process-query-usecase.js,3875,True,False,product-or-platform
backend/src/modules/chatbot/domain/chat-session.js,1260,True,False,product-or-platform
backend/src/modules/chatbot/domain/chatbot-repository.js,950,True,False,product-or-platform
backend/src/modules/chatbot/infrastructure/db2-chatbot-repository.js,4651,True,False,product-or-platform
backend/src/modules/clients/index.js,685,True,False,product-or-platform
backend/src/modules/clients/application/compare-clients-usecase.js,874,True,False,product-or-platform
backend/src/modules/clients/application/get-client-detail-usecase.js,951,True,False,product-or-platform
backend/src/modules/clients/application/get-clients-usecase.js,843,True,False,product-or-platform
backend/src/modules/clients/domain/client-repository.js,1006,True,False,product-or-platform
backend/src/modules/clients/domain/client.js,2287,True,False,product-or-platform
backend/src/modules/clients/infrastructure/db2-client-repository.js,11237,True,False,product-or-platform
backend/src/modules/cobros/index.js,578,True,False,product-or-platform
backend/src/modules/cobros/application/get-pendientes-usecase.js,808,True,False,product-or-platform
backend/src/modules/cobros/application/register-payment-usecase.js,1417,True,False,product-or-platform
backend/src/modules/cobros/domain/cobro.js,2326,True,False,product-or-platform
backend/src/modules/cobros/domain/cobros-repository.js,719,True,False,product-or-platform
backend/src/modules/cobros/infrastructure/db2-cobros-repository.js,77582,True,False,product-or-platform
backend/src/modules/commissions/index.js,610,True,False,product-or-platform
backend/src/modules/commissions/application/get-commission-summary-usecase.js,984,True,False,product-or-platform
backend/src/modules/commissions/application/get-commissions-usecase.js,1061,True,False,product-or-platform
backend/src/modules/commissions/domain/commission-repository.js,581,True,False,product-or-platform
backend/src/modules/commissions/domain/commission.js,1458,True,False,product-or-platform
backend/src/modules/commissions/infrastructure/db2-commission-repository.js,4015,True,False,product-or-platform
backend/src/modules/dashboard/index.js,1393,True,False,product-or-platform
backend/src/modules/dashboard/application/get-client-conditions-usecase.js,745,True,False,product-or-platform
backend/src/modules/dashboard/application/get-hierarchy-data-usecase.js,812,True,False,product-or-platform
backend/src/modules/dashboard/application/get-metrics-usecase.js,1006,True,False,product-or-platform
backend/src/modules/dashboard/application/get-recent-sales-usecase.js,803,True,False,product-or-platform
backend/src/modules/dashboard/application/get-sales-evolution-usecase.js,816,True,False,product-or-platform
backend/src/modules/dashboard/application/get-top-clients-usecase.js,806,True,False,product-or-platform
backend/src/modules/dashboard/application/get-top-products-usecase.js,813,True,False,product-or-platform
backend/src/modules/dashboard/application/get-yoy-comparison-usecase.js,1056,True,False,product-or-platform
backend/src/modules/dashboard/domain/dashboard-metrics.js,2917,True,False,product-or-platform
backend/src/modules/dashboard/domain/dashboard-repository.js,1219,True,False,product-or-platform
backend/src/modules/dashboard/infrastructure/db2-dashboard-repository.js,10048,True,False,product-or-platform
backend/src/modules/entregas/index.js,721,True,False,product-or-platform
backend/src/modules/entregas/application/get-albaranes-usecase.js,859,True,False,product-or-platform
backend/src/modules/entregas/application/get-gamification-stats-usecase.js,886,True,False,product-or-platform
backend/src/modules/entregas/application/mark-delivered-usecase.js,1301,True,False,product-or-platform
backend/src/modules/entregas/domain/albaran.js,2526,True,False,product-or-platform
backend/src/modules/entregas/domain/entregas-repository.js,863,True,False,product-or-platform
backend/src/modules/entregas/infrastructure/db2-entregas-repository.js,4994,True,False,product-or-platform
backend/src/modules/export/index.js,552,True,False,product-or-platform
backend/src/modules/export/application/create-export-usecase.js,942,True,False,product-or-platform
backend/src/modules/export/application/get-export-data-usecase.js,773,True,False,product-or-platform
backend/src/modules/export/domain/export-job.js,1864,True,False,product-or-platform
backend/src/modules/export/domain/export-repository.js,732,True,False,product-or-platform
